Date,File Names,Cloud Fraction,Okta
2020-01-29 08:33:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0129_083300.jpg,BKN,6
2020-01-29 08:36:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0129_083600.jpg,BKN,6
2020-01-30 07:30:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0130_073000.jpg,SCT,4
2020-01-31 07:07:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0131_070700.jpg,SCT,4
2020-01-31 10:35:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0131_103500.jpg,OVC,8
2020-02-01 09:42:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0201_094200.jpg,OVC,8
2020-02-01 13:34:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0201_133400.jpg,OVC,8
2020-02-02 07:24:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0202_072400.jpg,FEW,2
2020-02-02 11:35:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0202_113500.jpg,FEW,2
2020-02-02 13:05:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0202_130500.jpg,SCT,3
2020-02-03 07:53:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0203_075300.jpg,SCT,3
2020-02-03 10:26:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0203_102600.jpg,SCT,4
2020-02-03 11:11:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0203_111100.jpg,SCT,4
2020-02-03 16:21:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0203_162100.jpg,BKN,6
2020-02-04 09:22:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0204_092200.jpg,OVC,8
2020-02-04 12:22:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0204_122200.jpg,OVC,8
2020-02-05 10:17:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0205_101700.jpg,OVC,8
2020-02-05 10:26:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0205_102600.jpg,OVC,8
2020-02-05 12:36:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0205_123600.jpg,OVC,8
2020-02-06 13:48:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0206_134800.jpg,OVC,8
2020-02-06 14:17:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0206_141700.jpg,OVC,8
2020-02-06 14:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0206_142700.jpg,OVC,8
2020-02-07 07:48:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0207_074800.jpg,OVC,8
2020-02-07 08:55:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0207_085500.jpg,BKN,7
2020-02-08 08:49:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_084900.jpg,BKN,6
2020-02-08 09:53:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_095300.jpg,BKN,7
2020-02-08 10:12:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_101200.jpg,BKN,7
2020-02-08 13:54:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_135400.jpg,SCT,3
2020-02-08 14:25:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_142500.jpg,SCT,3
2020-02-08 14:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_142700.jpg,SCT,3
2020-02-08 15:10:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0208_151000.jpg,FEW,2
2020-02-09 07:33:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0209_073300.jpg,SCT,4
2020-02-10 16:06:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0210_160600.jpg,OVC,8
2020-02-11 08:16:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0211_081600.jpg,OVC,8
2020-02-11 10:50:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0211_105000.jpg,OVC,8
2020-02-11 12:55:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0211_125500.jpg,OVC,8
2020-02-11 16:06:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0211_160600.jpg,OVC,8
2020-02-12 07:58:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0212_075800.jpg,OVC,8
2020-02-12 08:51:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0212_085100.jpg,OVC,8
2020-02-13 08:00:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_080000.jpg,OVC,8
2020-02-13 08:48:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_084800.jpg,OVC,8
2020-02-13 09:06:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_090600.jpg,OVC,8
2020-02-13 09:23:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_092300.jpg,OVC,8
2020-02-13 09:57:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_095700.jpg,OVC,8
2020-02-13 13:17:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_131700.jpg,OVC,8
2020-02-13 13:19:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0213_131900.jpg,OVC,8
2020-02-15 07:23:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0215_072300.jpg,SCT,3
2020-02-15 09:26:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0215_092600.jpg,SCT,4
2020-02-15 09:51:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0215_095100.jpg,SCT,3
2020-02-15 15:02:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0215_150200.jpg,BKN,5
2020-02-15 16:06:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0215_160600.jpg,SCT,4
2020-02-16 09:49:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0216_094900.jpg,BKN,6
2020-02-17 10:51:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0217_105100.jpg,FEW,2
2020-02-17 14:28:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0217_142800.jpg,OVC,8
2020-02-17 15:11:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0217_151100.jpg,OVC,8
2020-02-18 09:33:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0218_093300.jpg,OVC,8
2020-02-19 09:48:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0219_094800.jpg,OVC,8
2020-02-19 14:51:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0219_145100.jpg,BKN,5
2020-02-19 16:50:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0219_165000.jpg,OVC,8
2020-02-20 07:44:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0220_074400.jpg,OVC,8
2020-02-20 12:14:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0220_121400.jpg,OVC,8
2020-02-20 15:11:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0220_151100.jpg,OVC,8
2020-02-21 10:34:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0221_103400.jpg,FEW,2
2020-02-21 10:35:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0221_103500.jpg,FEW,2
2020-02-21 11:24:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0221_112400.jpg,FEW,2
2020-02-21 12:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0221_122700.jpg,FEW,2
2020-02-21 13:59:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0221_135900.jpg,FEW,2
2020-02-21 15:52:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0221_155200.jpg,SCT,3
2020-02-22 09:31:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0222_093100.jpg,SCT,3
2020-02-22 09:41:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0222_094100.jpg,SCT,3
2020-02-22 11:51:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0222_115100.jpg,FEW,2
2020-02-22 15:00:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0222_150000.jpg,SCT,3
2020-02-23 14:09:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0223_140900.jpg,OVC,8
2020-02-23 15:35:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0223_153500.jpg,OVC,8
2020-02-23 16:09:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0223_160900.jpg,OVC,8
2020-02-24 07:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0224_072700.jpg,OVC,8
2020-02-24 10:57:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0224_105700.jpg,OVC,8
2020-02-24 14:59:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0224_145900.jpg,OVC,8
2020-02-25 11:28:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0225_112800.jpg,OVC,8
2020-02-25 14:03:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0225_140300.jpg,BKN,6
2020-02-25 14:46:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0225_144600.jpg,BKN,7
2020-02-26 08:41:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0226_084100.jpg,OVC,8
2020-02-26 08:54:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0226_085400.jpg,OVC,8
2020-02-26 09:20:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0226_092000.jpg,OVC,8
2020-02-26 09:35:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0226_093500.jpg,OVC,8
2020-02-26 10:31:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0226_103100.jpg,OVC,8
2020-02-26 10:44:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0226_104400.jpg,OVC,8
2020-02-27 08:18:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0227_081800.jpg,BKN,7
2020-02-27 12:44:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0227_124400.jpg,FEW,2
2020-02-27 16:16:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0227_161600.jpg,SCT,3
2020-02-28 11:39:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0228_113900.jpg,BKN,6
2020-02-28 12:44:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0228_124400.jpg,BKN,7
2020-02-28 15:58:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0228_155800.jpg,BKN,5
2020-02-29 08:00:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0229_080000.jpg,SCT,3
2020-02-29 14:19:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0229_141900.jpg,FEW,2
2020-03-01 08:39:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0301_083900.jpg,SCT,3
2020-03-01 09:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0301_092700.jpg,BKN,6
2020-03-01 10:00:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0301_100000.jpg,BKN,7
2020-03-02 08:12:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_081200.jpg,OVC,8
2020-03-02 10:50:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_105000.jpg,OVC,8
2020-03-02 12:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_122700.jpg,OVC,8
2020-03-02 12:32:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_123200.jpg,OVC,8
2020-03-02 15:34:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_153400.jpg,OVC,8
2020-03-02 15:36:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_153600.jpg,OVC,8
2020-03-02 16:39:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0302_163900.jpg,OVC,8
2020-03-03 07:56:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0303_075600.jpg,BKN,6
2020-03-03 08:52:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0303_085200.jpg,BKN,6
2020-03-03 10:40:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0303_104000.jpg,BKN,6
2020-03-03 13:03:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0303_130300.jpg,BKN,6
2020-03-03 13:42:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0303_134200.jpg,BKN,6
2020-03-04 10:54:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0304_105400.jpg,OVC,8
2020-03-04 11:25:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0304_112500.jpg,OVC,8
2020-03-04 11:45:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0304_114500.jpg,OVC,8
2020-03-04 13:20:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0304_132000.jpg,OVC,8
2020-03-05 08:31:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0305_083100.jpg,OVC,8
2020-03-05 11:23:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0305_112300.jpg,OVC,8
2020-03-06 08:29:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0306_082900.jpg,FEW,2
2020-03-06 08:45:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0306_084500.jpg,FEW,2
2020-03-06 09:17:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0306_091700.jpg,FEW,2
2020-03-06 14:15:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0306_141500.jpg,FEW,2
2020-03-06 15:21:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0306_152100.jpg,FEW,2
2020-03-07 07:32:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0307_073200.jpg,SCT,3
2020-03-07 11:26:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0307_112600.jpg,FEW,1
2020-03-08 08:27:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_082700.jpg,SCT,3
2020-03-08 10:09:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_100900.jpg,SCT,4
2020-03-08 11:01:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_110100.jpg,SCT,4
2020-03-08 11:17:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_111700.jpg,BKN,5
2020-03-08 12:30:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_123000.jpg,FEW,2
2020-03-08 13:02:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_130200.jpg,FEW,2
2020-03-08 13:55:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_135500.jpg,FEW,2
2020-03-08 17:05:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0308_170500.jpg,SCT,3
2020-03-09 08:16:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_081600.jpg,SCT,4
2020-03-09 09:20:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_092000.jpg,BKN,6
2020-03-09 13:04:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_130400.jpg,OVC,8
2020-03-09 16:05:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_160500.jpg,OVC,8
2020-03-09 16:09:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_160900.jpg,OVC,8
2020-03-09 16:25:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_162500.jpg,OVC,8
2020-03-09 17:38:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0309_173800.jpg,BKN,5
2020-03-10 10:54:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_105400.jpg,OVC,8
2020-03-10 11:11:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_111100.jpg,OVC,8
2020-03-10 11:49:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_114900.jpg,OVC,8
2020-03-10 13:00:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_130000.jpg,OVC,8
2020-03-10 13:13:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_131300.jpg,OVC,8
2020-03-10 13:40:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_134000.jpg,OVC,8
2020-03-10 16:00:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_160000.jpg,BKN,6
2020-03-10 16:37:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0310_163700.jpg,BKN,6
2020-03-11 08:26:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0311_082600.jpg,BKN,5
2020-03-11 09:10:00,../Tensorflow/workspace/swirll_demo/images/swirlldata2020_0311_091000.jpg,BKN,6
